geoid,name,state,source_id,median_permitting_timeline,pctile_1,pctile_10,pctile_25,pctile_50,pctile_75,pctile_90,pctile_95,data_source,num_records,population,year
6013,Contra Costa County,California,323,3,0,1,2,3,6,10,15,"Ohm Analytics, Reporting Year-2025",827,176939,2025
6079,San Luis Obispo County,California,864,4,0,0,1,4,10,23,34,"Ohm Analytics, Reporting Year-2025",821,124093,2025
639486,Lake Elsinore city,California,535,2,0,0,1,2,5,10,18,"Ohm Analytics, Reporting Year-2024",820,69993,2024
32003,Clark County,Nevada,69,6,0,2,4,6,13,24,32,"Ohm Analytics, Reporting Year-2024",803,1008392,2024
645484,Manteca city,California,397,5,0,3,5,5,6,7,8,"Ohm Analytics, Reporting Year-2024",771,83897,2024
15001,Hawaii County,Hawaii,586,24,8,13,17,24,31,44,52,"Ohm Analytics, Reporting Year-2025",768,202163,2025
24027,Howard County,Maryland,1314,1,0,0,0,1,2,2,3,"Ohm Analytics, Reporting Year-2025",741,287085,2025
4260000,Philadelphia city,Pennsylvania,15,2,0,1,1,2,6,15,26,"Ohm Analytics, Reporting Year-2025",730,1593208,2025
678582,Thousand Oaks city,California,742,4,0,0,0,4,13,26,36,"Ohm Analytics, Reporting Year-2025",702,126532,2025
622020,Elk Grove city,California,1069,14,0,5,11,14,18,25,37,"Ohm Analytics, Reporting Year-2025",702,176105,2025
3251800,North Las Vegas city,Nevada,1326,0,0,0,0,0,1,6,15,"Ohm Analytics, Reporting Year-2025",680,264022,2025
4159000,Portland city,Oregon,17,6,0,3,4,6,8,11,12,"Ohm Analytics, Reporting Year-2025",636,646101,2025
15009,Maui County,Hawaii,592,2,0,1,1,2,5,10,15,"Ohm Analytics, Reporting Year-2025",615,164765,2025
4839148,Killeen city,Texas,140,8,0,2,4,8,11,15,20,"Ohm Analytics, Reporting Year-2024",611,153708,2024
12105,Polk County,Florida,45,2,0,0,0,2,8,11,14,"Ohm Analytics, Reporting Year-2025",608,442313,2025
24003,Anne Arundel County,Maryland,274,0,0,0,0,0,0,1,1,"Ohm Analytics, Reporting Year-2025",588,547360,2025
12097,Osceola County,Florida,151,6,0,3,4,6,9,18,23,"Ohm Analytics, Reporting Year-2025",567,250472,2025
680644,Tulare city,California,342,1,0,0,0,1,5,19,33,"Ohm Analytics, Reporting Year-2025",567,69261,2025
4805000,Austin city,Texas,22,0,0,0,0,0,1,3,4,"Ohm Analytics, Reporting Year-2025",553,958202,2025
6087,Santa Cruz County,California,2086,11,0,0,4,11,18,29,39,"Ohm Analytics, Reporting Year-2024",552,133139,2024
681554,Vacaville city,California,1256,1,0,0,0,1,10,37,43,"Ohm Analytics, Reporting Year-2025",551,101631,2025
2567000,Springfield city,Massachusetts,20,0,0,0,0,0,0,3,7,"Ohm Analytics, Reporting Year-2025",545,155305,2025
653322,Oceanside city,California,316,0,0,0,0,0,1,15,17,"Ohm Analytics, Reporting Year-2025",540,173722,2025
12099,Palm Beach County,Florida,103,16,1,7,10,16,24,33,44,"Ohm Analytics, Reporting Year-2024",536,649864,2024
6075,San Francisco County,California,685,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",534,851036,2025
633434,Hesperia city,California,364,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",533,99878,2025
12101,Pasco County,Florida,44,10,0,6,8,10,13,20,27,"Ohm Analytics, Reporting Year-2025",531,514192,2025
656700,Perris city,California,944,2,0,1,1,2,4,8,11,"Ohm Analytics, Reporting Year-2025",524,78881,2025
6037,Los Angeles County,California,373,0,0,0,0,0,1,6,11,"Ohm Analytics, Reporting Year-2025",517,1017777,2025
12015,Charlotte County,Florida,284,7,0,3,5,7,10,16,22,"Ohm Analytics, Reporting Year-2025",515,167357,2025
4824000,El Paso city,Texas,10,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",514,677181,2025
51059,Fairfax County,Virginia,78,4,0,2,3,4,5,10,17,"Ohm Analytics, Reporting Year-2025",512,1108929,2025
4827684,Frisco city,Texas,178,0,0,0,0,0,1,3,5,"Ohm Analytics, Reporting Year-2023",507,202075,2023
2582000,Worcester city,Massachusetts,172,1,0,0,1,1,3,6,8,"Ohm Analytics, Reporting Year-2025",503,204191,2025
6039,Madera County,California,732,0,0,0,0,0,7,14,19,"Ohm Analytics, Reporting Year-2025",503,70925,2025
1249675,North Port city,Florida,1271,6,0,2,4,6,10,14,21,"Ohm Analytics, Reporting Year-2024",487,76975,2024
623182,Fairfield city,California,533,0,0,0,0,0,0,6,15,"Ohm Analytics, Reporting Year-2025",465,119420,2025
6061,Placer County,California,336,7,0,0,1,7,11,17,26,"Ohm Analytics, Reporting Year-2025",463,113010,2025
682590,Victorville city,California,334,1,0,0,0,1,10,16,20,"Ohm Analytics, Reporting Year-2025",462,134417,2025
6115,Yuba County,California,478,7,0,1,3,7,20,30,42,"Ohm Analytics, Reporting Year-2025",459,65029,2025
407940,Buckeye city,Arizona,239,8,1,2,5,8,11,16,20,"Ohm Analytics, Reporting Year-2025",446,95042,2025
6097,Sonoma County,California,696,1,0,0,0,1,4,12,22,"Ohm Analytics, Reporting Year-2025",433,133972,2025
12086,Miami-Dade County,Florida,14,9,0,2,5,9,22,45,65,"Ohm Analytics, Reporting Year-2025",431,1186970,2025
48201,Harris County,Texas,,0,,,,0,,,,"Solar Trace, Reporting Year-2023",430,1970020,2023
616350,Corona city,California,1385,6,0,0,1,6,13,24,32,"Ohm Analytics, Reporting Year-2025",430,158346,2025
5363000,Seattle city,Washington,33,0,0,0,0,0,2,5,8,"Ohm Analytics, Reporting Year-2025",425,734603,2025
630000,Glendale city,California,871,1,0,0,0,1,10,18,29,"Ohm Analytics, Reporting Year-2025",423,194512,2025
12083,Marion County,Florida,287,10,2,5,7,10,17,27,37,"Ohm Analytics, Reporting Year-2025",420,304028,2025
653896,Ontario city,California,739,4,0,0,0,4,9,14,15,"Ohm Analytics, Reporting Year-2025",419,176326,2025
650076,Murrieta city,California,1143,2.5,0,0,0,3,15,42,53,"Ohm Analytics, Reporting Year-2025",418,111899,2025
6071,San Bernardino County,California,565,8,0,0,0,8,19,31,38,"Ohm Analytics, Reporting Year-2025",414,300309,2025
655254,Palm Springs city,California,524,0,0,0,0,0,1,2,6,"Ohm Analytics, Reporting Year-2025",414,44935,2025
12071,Lee County,Florida,52,9.5,0,2,5,10,18,23,27,"Ohm Analytics, Reporting Year-2025",402,377884,2025
633000,Hayward city,California,365,1,0,0,1,1,10,20,31,"Ohm Analytics, Reporting Year-2025",400,160602,2025
659962,Redlands city,California,324,2,0,0,1,2,4,9,13,"Ohm Analytics, Reporting Year-2025",395,73234,2025
686328,Woodland city,California,341,11,0,0,5,11,21,32,35,"Ohm Analytics, Reporting Year-2024",394,61227,2024
4804000,Arlington city,Texas,128,6,0,3,4,6,10,16,20,"Ohm Analytics, Reporting Year-2025",391,393469,2025
6057,Nevada County,California,1403,0,0,0,0,0,0,2,4,"Ohm Analytics, Reporting Year-2025",389,68276,2025
641992,Livermore city,California,527,2,0,0,1,2,8,12,16,"Ohm Analytics, Reporting Year-2025",387,87154,2025
612048,Cathedral City city,California,1677,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",377,51964,2025
5182000,Virginia Beach city,Virginia,79,3,0,0,1,3,6,8,10,"Ohm Analytics, Reporting Year-2025",376,457900,2025
667112,San Jacinto city,California,1411,1,0,0,0,1,3,11,14,"Ohm Analytics, Reporting Year-2025",376,54077,2025
6109,Tuolumne County,California,1418,0,0,0,0,0,0,0,2,"Ohm Analytics, Reporting Year-2025",373,50615,2025
637692,Jurupa Valley city,California,831,16,0,0,2,16,27,41,43,"Ohm Analytics, Reporting Year-2025",371,105672,2025
3605934000,Hempstead town,New York,847,3,0,1,2,3,5,11,13,"Ohm Analytics, Reporting Year-2024",368,789763,2024
1712385,Champaign city,Illinois,485,4,0,1,2,4,7,13,21,"Ohm Analytics, Reporting Year-2024",355,88628,2024
2255000,New Orleans city,Louisiana,71,11,0,4,7,11,25,34,45,"Ohm Analytics, Reporting Year-2025",353,380408,2025
636448,Indio city,California,1146,23,0,1,7,23,33,49,70,"Ohm Analytics, Reporting Year-2025",352,89616,2025
675000,Stockton city,California,309,1,0,0,0,1,2,6,8,"Ohm Analytics, Reporting Year-2025",348,320030,2025
4055000,Oklahoma City city,Oklahoma,559,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",341,681088,2025
804000,Aurora city,Colorado,3,2,0,0,1,2,6,15,21,"Ohm Analytics, Reporting Year-2025",336,387349,2025
613214,Chino Hills city,California,1243,4.5,0,0,0,5,11,23,27,"Ohm Analytics, Reporting Year-2025",334,78223,2025
6047,Merced County,California,1695,6,0,1,3,6,14,39,54,"Ohm Analytics, Reporting Year-2024",332,91211,2024
6019,Fresno County,California,868,10,0,2,5,10,17,32,42,"Ohm Analytics, Reporting Year-2025",332,161955,2025
649270,Moreno Valley city,California,1251,3,0,0,1,3,4,6,9,"Ohm Analytics, Reporting Year-2025",321,209578,2025
636000,Huntington Beach city,California,942,0,0,0,0,0,6,15,22,"Ohm Analytics, Reporting Year-2025",317,197481,2025
1755249,O'Fallon city,Illinois,2413,5,0,2,3,5,8,13,18,"Ohm Analytics, Reporting Year-2024",313,32104,2024
8077,Mesa County,Colorado,593,2,0,1,2,2,3,7,12,"Ohm Analytics, Reporting Year-2025",310,73278,2025
633182,Hemet city,California,737,11,0,4,7,11,19,24,31,"Ohm Analytics, Reporting Year-2025",308,89651,2025
3610304000,Babylon town,New York,749,27,0,11,19,27,39,46,49,"Ohm Analytics, Reporting Year-2024",298,217830,2024
604758,Beaumont city,California,319,6,0,1,2,6,18,31,36,"Ohm Analytics, Reporting Year-2025",296,53544,2025
6111,Ventura County,California,865,6,0,1,3,6,10,17,21,"Ohm Analytics, Reporting Year-2025",292,93986,2025
681666,Vallejo city,California,322,2,0,0,1,2,5,7,9,"Ohm Analytics, Reporting Year-2025",292,125132,2025
24033,Prince George's County,Maryland,38,4,0,2,3,4,6,8,11,"Ohm Analytics, Reporting Year-2024",287,708995,2024
6041,Marin County,California,308,0,0,0,0,0,0,0,1,"Ohm Analytics, Reporting Year-2025",286,68994,2025
37119,Mecklenburg County,North Carolina,76,3,0,0,1,3,7,12,15,"Ohm Analytics, Reporting Year-2024",283,66446,2024
51107,Loudoun County,Virginia,418,6,1,2,3,6,14,21,24,"Ohm Analytics, Reporting Year-2025",283,358983,2025
3605956000,Oyster Bay town,New York,2118,1,0,0,0,1,7,14,18,"Ohm Analytics, Reporting Year-2025",278,299958,2025
2108902,Bowling Green city,Kentucky,1170,1,0,0,1,1,2,4,7,"Ohm Analytics, Reporting Year-2024",277,72385,2024
682996,Vista city,California,307,0,0,0,0,0,0,0,1,"Ohm Analytics, Reporting Year-2025",266,98392,2025
664000,Sacramento city,California,28,0,0,0,0,0,2,9,18,"Ohm Analytics, Reporting Year-2025",265,523600,2025
2148006,Louisville/Jefferson County metro government (balance),Kentucky,558,0,0,0,0,0,0,13,24,"Ohm Analytics, Reporting Year-2025",264,602000,2025
6001,Alameda County,California,829,0,0,0,0,0,0,1,3,"Ohm Analytics, Reporting Year-2025",264,152099,2025
668252,San Mateo city,California,725,0,0,0,0,0,2,7,10,"Ohm Analytics, Reporting Year-2025",261,104165,2025
668378,San Ramon city,California,1414,2,0,0,0,2,9,54,99,"Ohm Analytics, Reporting Year-2025",260,86119,2025
412000,Chandler city,Arizona,189,5,0,1,2,5,7,12,19,"Ohm Analytics, Reporting Year-2025",259,275618,2025
4105800,Bend city,Oregon,498,3,0,1,2,3,4,8,12,"Ohm Analytics, Reporting Year-2025",258,99442,2025
1210275,Cape Coral city,Florida,5,15,4,8,12,15,22,35,50,"Ohm Analytics, Reporting Year-2025",257,198912,2025
617988,Danville town,California,321,4,0,0,1,4,9,17,28,"Ohm Analytics, Reporting Year-2025",257,43449,2025
5116000,Chesapeake city,Virginia,82,0,0,0,0,0,1,1,2,"Ohm Analytics, Reporting Year-2025",257,249377,2025
677000,Sunnyvale city,California,727,0,0,0,0,0,11,20,22,"Ohm Analytics, Reporting Year-2025",257,154573,2025
610046,Camarillo city,California,856,0,0,0,0,0,0,1,6,"Ohm Analytics, Reporting Year-2025",255,70622,2025
602252,Antioch city,California,330,4,0,2,3,4,8,11,15,"Ohm Analytics, Reporting Year-2025",255,115016,2025
51041,Chesterfield County,Virginia,81,2,0,0,1,2,3,5,7,"Ohm Analytics, Reporting Year-2025",255,348556,2025
2537490,Lynn city,Massachusetts,1636,4,0,1,2,4,8,16,22,"Ohm Analytics, Reporting Year-2025",255,100653,2025
6083,Santa Barbara County,California,1254,5,0,1,2,5,12,22,29,"Ohm Analytics, Reporting Year-2024",251,139971,2024
12081,Manatee County,Florida,282,17,0,5,11,17,25,34,40,"Ohm Analytics, Reporting Year-2025",251,323060,2025
6067,Sacramento County,California,374,21,0,8,16,21,36,45,52,"Ohm Analytics, Reporting Year-2025",251,610175,2025
641474,Lincoln city,California,326,0,0,0,0,0,0,0,6,"Ohm Analytics, Reporting Year-2025",250,50131,2025
681344,Upland city,California,1255,0,0,0,0,0,1,5,10,"Ohm Analytics, Reporting Year-2025",250,78847,2025
8059,Jefferson County,Colorado,315,0,,,,0,,,,"Solar Trace, Reporting Year-2023",247,198984,2023
611530,Carson city,California,1384,1,0,0,0,1,5,9,15,"Ohm Analytics, Reporting Year-2025",247,94475,2025
1703012,Aurora city,Illinois,680,11,0,5,8,11,19,37,54,"Ohm Analytics, Reporting Year-2024",245,181405,2024
816000,Colorado Springs city,Colorado,7,5,0,2,3,5,8,15,18,"Ohm Analytics, Reporting Year-2025",242,479612,2025
653070,Oakley city,California,396,4,0,1,2,4,6,11,20,"Ohm Analytics, Reporting Year-2025",242,43525,2025
649278,Morgan Hill city,California,345,4,0,1,2,4,7,12,14,"Ohm Analytics, Reporting Year-2025",242,45291,2025
4019,Pima County,Arizona,190,0,,,,0,,,,"Solar Trace, Reporting Year-2023",241,363089,2023
2938000,Kansas City city,Missouri,94,5,0,0,2,5,12,22,32,"Ohm Analytics, Reporting Year-2025",240,505958,2025
807850,Boulder city,Colorado,313,7,1,2,3,7,11,22,25,"Ohm Analytics, Reporting Year-2025",240,106598,2025
4835000,Houston city,Texas,13,12,5,9,10,12,22,30,38,"Ohm Analytics, Reporting Year-2025",237,2296253,2025
631960,Hanford city,California,693,12,0,0,6,12,17,28,43,"Ohm Analytics, Reporting Year-2025",237,57920,2025
12103,Pinellas County,Florida,183,17,0,9,14,17,22,32,40,"Ohm Analytics, Reporting Year-2025",236,275205,2025
658240,Porterville city,California,746,9,0,4,6,9,14,25,42,"Ohm Analytics, Reporting Year-2025",236,62491,2025
4864472,San Angelo city,Texas,1755,3,0,1,1,3,6,13,15,"Ohm Analytics, Reporting Year-2024",235,99422,2024
662364,Rocklin city,California,327,11,0,0,0,11,24,45,53,"Ohm Analytics, Reporting Year-2025",233,71676,2025
3918000,Columbus city,Ohio,404,0,0,0,0,0,1,2,2,"Ohm Analytics, Reporting Year-2025",233,902449,2025
3539380,Las Cruces city,New Mexico,176,0,0,0,0,0,0,4,18,"Ohm Analytics, Reporting Year-2024",232,111273,2024
620018,Dublin city,California,564,4.5,0,0,2,5,9,33,38,"Ohm Analytics, Reporting Year-2025",232,71068,2025
3774440,Wilmington city,North Carolina,1845,4,0,1,2,4,5,9,13,"Ohm Analytics, Reporting Year-2025",232,116933,2025
6089,Shasta County,California,692,12,0,2,7,12,24,38,47,"Ohm Analytics, Reporting Year-2025",228,66857,2025
613014,Chico city,California,679,7,0,1,4,7,12,20,28,"Ohm Analytics, Reporting Year-2025",227,102790,2025
12017,Citrus County,Florida,480,8,0,2,4,8,13,24,34,"Ohm Analytics, Reporting Year-2025",226,142915,2025
628000,Fullerton city,California,697,0,0,0,0,0,12,25,37,"Ohm Analytics, Reporting Year-2025",222,142280,2025
48157,Fort Bend County,Texas,,0,,,,0,,,,"Solar Trace, Reporting Year-2023",221,487866,2023
24017,Charles County,Maryland,215,9,0,1,3,9,14,26,46,"Ohm Analytics, Reporting Year-2025",221,152532,2025
687042,Yucaipa city,California,719,9,0,2,5,9,14,29,43,"Ohm Analytics, Reporting Year-2025",221,54428,2025
655184,Palm Desert city,California,340,2,0,1,1,2,5,29,77,"Ohm Analytics, Reporting Year-2025",220,51290,2025
678120,Temecula city,California,528,5,0,1,4,5,26,37,42,"Ohm Analytics, Reporting Year-2025",220,110114,2025
2524960,Framingham city,Massachusetts,166,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",219,71805,2025
611194,Carlsbad city,California,394,4,0,0,0,4,9,16,20,"Ohm Analytics, Reporting Year-2025",217,114745,2025
457380,Prescott city,Arizona,566,11,4,7,9,11,15,26,37,"Ohm Analytics, Reporting Year-2023",216,46054,2023
602364,Apple Valley town,California,367,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",215,75603,2025
4021,Pinal County,Arizona,1213,0,,,,0,,,,"Solar Trace, Reporting Year-2023",213,205202,2023
1253000,Orlando city,Florida,124,9,3,5,6,9,14,26,41,"Ohm Analytics, Reporting Year-2025",213,307738,2025
51153,Prince William County,Virginia,80,5,0,0,0,5,12,25,49,"Ohm Analytics, Reporting Year-2025",213,473371,2025
2556000,Randolph Town city,Massachusetts,844,1,0,0,1,1,2,4,6,"Ohm Analytics, Reporting Year-2025",211,34691,2025
671106,Shafter city,California,1712,5,,,,5,,,,"Solar Trace, Reporting Year-2023",208,20162,2023
618100,Davis city,California,362,0,0,0,0,0,0,0,14,"Ohm Analytics, Reporting Year-2025",208,67203,2025
4967000,Salt Lake City city,Utah,18,1,0,0,1,1,2,4,10,"Ohm Analytics, Reporting Year-2025",207,201269,2025
12021,Collier County,Florida,303,7,1,3,4,7,13,20,29,"Ohm Analytics, Reporting Year-2025",207,340541,2025
5548000,Madison city,Wisconsin,102,6,0,0,2,6,10,15,21,"Ohm Analytics, Reporting Year-2025",207,268516,2025
680238,Tracy city,California,744,3,0,0,1,3,6,12,18,"Ohm Analytics, Reporting Year-2025",206,94027,2025
439370,Lake Havasu City city,Arizona,1377,13,2,6,11,13,15,20,22,"Ohm Analytics, Reporting Year-2025",205,57294,2025
2534550,Lawrence city,Massachusetts,837,0,0,0,0,0,11,19,22,"Ohm Analytics, Reporting Year-2025",203,88067,2025
4459000,Providence city,Rhode Island,105,6,0,1,2,6,11,26,36,"Ohm Analytics, Reporting Year-2025",202,189715,2025
6059,Orange County,California,1252,13,0,0,3,13,28,44,51,"Ohm Analytics, Reporting Year-2025",202,131951,2025
6053,Monterey County,California,530,10,0,3,6,10,15,26,39,"Ohm Analytics, Reporting Year-2025",200,104453,2025
680000,Torrance city,California,703,5,0,0,1,5,9,22,33,"Ohm Analytics, Reporting Year-2025",199,145454,2025
5156000,Newport News city,Virginia,773,4,0,0,0,4,7,11,13,"Ohm Analytics, Reporting Year-2025",199,185118,2025
668154,San Luis Obispo city,California,1412,0,0,0,0,0,6,15,26,"Ohm Analytics, Reporting Year-2025",198,47529,2025
4872176,Temple city,Texas,1359,0,0,0,0,0,15,25,34,"Ohm Analytics, Reporting Year-2024",197,83473,2024
683346,Walnut Creek city,California,1419,2,0,0,1,2,4,12,20,"Ohm Analytics, Reporting Year-2025",196,69809,2025
4830464,Grand Prairie city,Texas,121,7,0,3,5,7,10,19,22,"Ohm Analytics, Reporting Year-2025",196,197279,2025
3755000,Raleigh city,North Carolina,1838,0,0,0,0,0,1,5,10,"Ohm Analytics, Reporting Year-2025",195,465517,2025
650258,Napa city,California,730,1,0,0,0,1,6,10,17,"Ohm Analytics, Reporting Year-2025",193,79233,2025
427400,Gilbert town,Arizona,1375,4,1,3,4,4,7,14,21,"Ohm Analytics, Reporting Year-2025",188,267267,2025
658520,Poway city,California,529,8,0,3,5,8,14,26,40,"Ohm Analytics, Reporting Year-2025",187,48737,2025
4813024,Carrollton city,Texas,522,1,0,0,1,1,2,4,7,"Ohm Analytics, Reporting Year-2025",187,132284,2025
485540,Yuma city,Arizona,193,9,2,5,7,9,12,19,21,"Ohm Analytics, Reporting Year-2025",186,96314,2025
8035,Douglas County,Colorado,185,2,0,1,1,2,3,7,22,"Ohm Analytics, Reporting Year-2025",184,197682,2025
684200,West Covina city,California,945,9,,,,9,,,,"Solar Trace, Reporting Year-2023",183,108173,2023
1258715,Port St. Lucie city,Florida,156,3,0,2,2,3,4,6,11,"Ohm Analytics, Reporting Year-2025",181,210520,2025
48453,Travis County,Texas,,0,,,,0,,,,"Solar Trace, Reporting Year-2023",180,237223,2023
2529405,Haverhill city,Massachusetts,813,2,0,0,0,2,7,18,28,"Ohm Analytics, Reporting Year-2025",180,67273,2025
640004,La Mesa city,California,363,0,0,0,0,0,10,19,25,"Ohm Analytics, Reporting Year-2025",178,60888,2025
651182,Newport Beach city,California,706,0,0,0,0,0,2,9,16,"Ohm Analytics, Reporting Year-2025",178,85159,2025
664224,Salinas city,California,329,8,0,1,3,8,17,24,31,"Ohm Analytics, Reporting Year-2025",177,162783,2025
3400941610,Lower township,New Jersey,1816,8,2,4,6,8,12,16,21,"Ohm Analytics, Reporting Year-2025",176,22123,2025
3563460,Rio Rancho city,New Mexico,1184,1,0,0,0,1,1,2,6,"Ohm Analytics, Reporting Year-2025",175,104351,2025
455000,Phoenix city,Arizona,31,9,0,0,6,9,16,29,35,"Industry Partnership, Reporting Year-2025",173,1609456,2025
616532,Costa Mesa city,California,1387,0,0,0,0,0,23,38,43,"Ohm Analytics, Reporting Year-2025",173,111490,2025
12055,Highlands County,Florida,278,12,0,6,8,12,18,24,29,"Ohm Analytics, Reporting Year-2025",173,78232,2025
685446,Wildomar city,California,1715,11,0,2,4,11,22,38,47,"Ohm Analytics, Reporting Year-2025",172,36822,2025
24013,Carroll County,Maryland,224,3,0,1,2,3,9,20,32,"Ohm Analytics, Reporting Year-2025",171,121048,2025
37021,Buncombe County,North Carolina,1940,2,0,0,1,2,5,9,14,"Ohm Analytics, Reporting Year-2025",171,151443,2025
672016,Simi Valley city,California,1141,0,0,0,0,0,0,12,15,"Ohm Analytics, Reporting Year-2025",169,126153,2025
3006550,Billings city,Montana,953,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",168,117093,2025
1217200,Deltona city,Florida,210,19,0,1,4,19,28,50,63,"Ohm Analytics, Reporting Year-2025",168,94373,2025
617610,Cupertino city,California,850,2,0,0,0,2,8,24,110,"Ohm Analytics, Reporting Year-2025",168,59763,2025
48029,Bexar County,Texas,,0,,,,0,,,,"Solar Trace, Reporting Year-2023",167,415275,2023
811810,Cañon City city,Colorado,2344,0,,,,0,,,,"Ohm Analytics, Reporting Year-2023",167,17059,2023
6007,Butte County,California,536,4,0,0,1,4,8,21,37,"Ohm Analytics, Reporting Year-2025",166,74097,2025
608142,Brentwood city,California,343,1,0,0,0,1,4,7,13,"Ohm Analytics, Reporting Year-2025",166,64443,2025
1254000,Palm Bay city,Florida,153,1,0,0,0,1,3,9,11,"Ohm Analytics, Reporting Year-2025",165,121513,2025
669088,Santa Clarita city,California,1415,14,0,5,9,14,20,28,34,"Ohm Analytics, Reporting Year-2025",165,225850,2025
1730926,Granite City city,Illinois,2393,0,,,,0,,,,"Ohm Analytics, Reporting Year-2024",161,27026,2024
660102,Redwood City city,California,729,0,0,0,0,0,2,10,18,"Ohm Analytics, Reporting Year-2024",160,83077,2024
15007,Kauai County,Hawaii,1720,0,0,0,0,0,0,67,82,"Ohm Analytics, Reporting Year-2025",160,73511,2025
444270,Marana town,Arizona,1133,4,0,1,2,4,6,9,12,"Ohm Analytics, Reporting Year-2025",159,52542,2025
658072,Pomona city,California,940,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",157,149831,2025
35001,Bernalillo County,New Mexico,177,0,0,0,0,0,0,12,27,"Ohm Analytics, Reporting Year-2025",157,105493,2025
2743000,Minneapolis city,Minnesota,1487,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",155,426877,2025
911044700,Manchester town,Connecticut,2098,4,0,2,3,4,8,12,19,"Ohm Analytics, Reporting Year-2025",154,59510,2025
668364,San Rafael city,California,712,0,0,0,0,0,1,7,14,"Ohm Analytics, Reporting Year-2025",153,60891,2025
2523875,Fitchburg city,Massachusetts,188,2,0,1,1,2,5,9,13,"Ohm Analytics, Reporting Year-2025",151,41621,2025
6077,San Joaquin County,California,532,0,,,,0,,,,"Solar Trace, Reporting Year-2023",149,163278,2023
2270000,Shreveport city,Louisiana,790,1,0,0,0,1,2,4,6,"Ohm Analytics, Reporting Year-2024",148,186183,2024
622804,Escondido city,California,395,4,,,,4,,,,"Solar Trace, Reporting Year-2023",148,151114,2023
4863500,Round Rock city,Texas,141,2,0,0,1,2,3,5,5,"Ohm Analytics, Reporting Year-2025",148,120465,2025
626000,Fremont city,California,338,7,0,4,5,7,17,36,47,"Ohm Analytics, Reporting Year-2025",148,228795,2025
2500123105,Falmouth town,Massachusetts,841,3,0,0,1,3,7,10,14,"Ohm Analytics, Reporting Year-2025",147,32694,2025
646898,Merced city,California,346,6,0,0,1,6,9,13,15,"Ohm Analytics, Reporting Year-2025",146,87686,2025
3050200,Missoula city,Montana,561,1,0,0,0,1,2,3,7,"Ohm Analytics, Reporting Year-2025",146,74627,2025
5157000,Norfolk city,Virginia,798,3,0,0,1,3,7,19,30,"Ohm Analytics, Reporting Year-2023",145,236973,2023
12069,Lake County,Florida,148,3,0,1,2,3,6,17,26,"Ohm Analytics, Reporting Year-2025",145,183199,2025
642202,Lodi city,California,738,13.5,0,0,8,14,22,39,69,"Ohm Analytics, Reporting Year-2024",144,66509,2024
803455,Arvada city,Colorado,231,9,1,5,7,9,18,35,49,"Ohm Analytics, Reporting Year-2025",144,123066,2025
5167000,Richmond city,Virginia,781,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",144,227171,2025
1212875,Clearwater city,Florida,212,4.5,0,1,3,5,9,19,24,"Ohm Analytics, Reporting Year-2025",144,116984,2025
684816,West Sacramento city,California,714,9,0,0,6,9,13,16,22,"Ohm Analytics, Reporting Year-2025",143,54163,2025
4841980,League City city,Texas,1754,3,0,0,0,3,6,10,14,"Ohm Analytics, Reporting Year-2025",143,113469,2025
24021,Frederick County,Maryland,1312,0,0,0,0,0,2,6,9,"Ohm Analytics, Reporting Year-2025",143,157317,2025
1759000,Peoria city,Illinois,836,16,0,1,12,16,21,34,45,"Ohm Analytics, Reporting Year-2025",143,113054,2025
2501713135,Chelmsford town,Massachusetts,1318,4,0,0,1,4,7,11,13,"Ohm Analytics, Reporting Year-2024",142,36182,2024
656784,Petaluma city,California,743,1,0,0,0,1,4,8,10,"Ohm Analytics, Reporting Year-2025",142,59682,2025
649138,Moorpark city,California,1699,7,0,1,3,7,12,20,36,"Ohm Analytics, Reporting Year-2025",142,36073,2025
648816,Montebello city,California,1250,0,,,,0,,,,"Solar Trace, Reporting Year-2023",140,62056,2023
4983470,West Valley City city,Utah,242,14,5,7,10,14,20,25,29,"Ohm Analytics, Reporting Year-2025",140,138868,2025
949880,Naugatuck borough,Connecticut,1623,2,0,1,1,2,3,7,18,"Ohm Analytics, Reporting Year-2025",139,31653,2025
6081,San Mateo County,California,337,13.5,0,3,8,14,26,33,40,"Ohm Analytics, Reporting Year-2025",138,63093,2025
4857176,Pflugerville city,Texas,1355,3,0,1,2,3,6,17,26,"Ohm Analytics, Reporting Year-2025",138,64528,2025
12009,Brevard County,Florida,155,3,0,1,2,3,5,7,10,"Ohm Analytics, Reporting Year-2025",138,223570,2025
444410,Maricopa city,Arizona,186,8,0,1,3,8,10,24,35,"Ohm Analytics, Reporting Year-2025",136,59605,2025
4848804,Missouri City city,Texas,389,4,0,0,1,4,8,13,18,"Ohm Analytics, Reporting Year-2025",136,74517,2025
32031,Washoe County,Nevada,21,5,0,2,3,5,19,48,57,"Ohm Analytics, Reporting Year-2025",135,113884,2025
